	annotatorLabels	genre	goldLabels	pairID	promptID	sentence1	sentence1BinaryParse	sentence1Parse	sentence2	sentence2BinaryParse	sentence2Parse	tokenizedSentence1	gongLabelSentence1	tokenizedSentence2	gongLabelSentence2
1366	contradiction	slate	contradiction	119052c	119052	Today's Papers is more than a little mystified by the sudden journalistic interest in the reality of the Jerry Springer show.	( ( ( Today 's ) Papers ) ( ( is ( ( more ( ( than a ) little ) ) ( ( mystified ( by ( the ( sudden ( journalistic interest ) ) ) ) ) ( in ( ( the reality ) ( of ( the ( Jerry ( Springer show ) ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (NP (NNP Today) (POS 's)) (NNP Papers)) (VP (VBZ is) (VP (QP (JJR more) (IN than) (DT a) (JJ little)) (VBN mystified) (PP (IN by) (NP (DT the) (JJ sudden) (JJ journalistic) (NN interest))) (PP (IN in) (NP (NP (DT the) (NN reality)) (PP (IN of) (NP (DT the) (NNP Jerry) (NNP Springer) (NN show))))))) (. .)))	They wanted to see more scripted shows on the air.	( They ( ( wanted ( to ( ( see ( more ( scripted shows ) ) ) ( on ( the air ) ) ) ) ) . ) )	(ROOT (S (NP (PRP They)) (VP (VBD wanted) (S (VP (TO to) (VP (VB see) (NP (JJR more) (JJ scripted) (NNS shows)) (PP (IN on) (NP (DT the) (NN air))))))) (. .)))	"['<s>', 'Today', ""'s"", 'ĠPapers', 'Ġis', 'Ġmore', 'Ġthan', 'Ġa', 'Ġlittle', 'Ġmyst', 'ified', 'Ġby', 'Ġthe', 'Ġsudden', 'Ġjournalistic', 'Ġinterest', 'Ġin', 'Ġthe', 'Ġreality', 'Ġof', 'Ġthe', 'ĠJerry', 'ĠSpringer', 'Ġshow', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]	['<s>', 'They', 'Ġwanted', 'Ġto', 'Ġsee', 'Ġmore', 'Ġscripted', 'Ġshows', 'Ġon', 'Ġthe', 'Ġair', '.', '</s>']	[0 0 0 0 1 0 0 0 1 0 0 0 0]
1367	contradiction	telephone	contradiction	90207c	90207	hum-um and being under the influence of drugs is no excuse to me	( ( ( ( hum-um and ) being ) ( under ( ( the influence ) ( of drugs ) ) ) ) ( is ( ( no excuse ) ( to me ) ) ) )	(ROOT (SBARQ (WHNP (NP (NN hum-um) (CC and) (NN being)) (PP (IN under) (NP (NP (DT the) (NN influence)) (PP (IN of) (NP (NNS drugs)))))) (SQ (VBZ is) (NP (NP (DT no) (NN excuse)) (PP (TO to) (NP (PRP me)))))))	Being under the influence of drugs is a fine excuse.	( ( Being ( under ( ( the influence ) ( of drugs ) ) ) ) ( ( is ( a ( fine excuse ) ) ) . ) )	(ROOT (S (S (VP (VBG Being) (PP (IN under) (NP (NP (DT the) (NN influence)) (PP (IN of) (NP (NNS drugs))))))) (VP (VBZ is) (NP (DT a) (JJ fine) (NN excuse))) (. .)))	['<s>', 'hum', '-', 'um', 'Ġand', 'Ġbeing', 'Ġunder', 'Ġthe', 'Ġinfluence', 'Ġof', 'Ġdrugs', 'Ġis', 'Ġno', 'Ġexcuse', 'Ġto', 'Ġme', '</s>']	[0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0]	['<s>', 'Being', 'Ġunder', 'Ġthe', 'Ġinfluence', 'Ġof', 'Ġdrugs', 'Ġis', 'Ġa', 'Ġfine', 'Ġexcuse', '.', '</s>']	[0 0 1 0 1 0 0 0 0 1 0 0 0]
1368	contradiction	slate	contradiction	105939c	105939	Citizens got involved with adjusting the busing plan (and refighting painful battles) year after year after year--a demanding but inescapable burden.	( Citizens ( ( ( ( got ( involved ( with ( ( adjusting ( the ( busing plan ) ) ) ( -LRB- ( and ( ( refighting ( painful battles ) ) -RRB- ) ) ) ) ) ) ) year ) ( after ( ( ( year ( after year ) ) -- ) ( a ( ( ( demanding but ) inescapable ) burden ) ) ) ) ) . ) )	(ROOT (S (NP (NNPS Citizens)) (VP (VBD got) (ADJP (VBN involved) (PP (IN with) (S (VP (VP (VBG adjusting) (NP (DT the) (JJ busing) (NN plan))) (PRN (-LRB- -LRB-) (CC and) (VP (VBG refighting) (NP (JJ painful) (NNS battles))) (-RRB- -RRB-)))))) (NP (NN year)) (PP (IN after) (NP (NP (NP (NN year)) (PP (IN after) (NP (NN year)))) (: --) (NP (DT a) (ADJP (JJ demanding) (CC but) (VBG inescapable)) (NN burden))))) (. .)))	Citizens didn't give any input about the plan.	( Citizens ( ( ( did n't ) ( give ( ( any input ) ( about ( the plan ) ) ) ) ) . ) )	(ROOT (S (NP (NNPS Citizens)) (VP (VBD did) (RB n't) (VP (VB give) (NP (NP (DT any) (NN input)) (PP (IN about) (NP (DT the) (NN plan)))))) (. .)))	['<s>', 'C', 'itizens', 'Ġgot', 'Ġinvolved', 'Ġwith', 'Ġadjusting', 'Ġthe', 'Ġbus', 'ing', 'Ġplan', 'Ġ(', 'and', 'Ġref', 'ighting', 'Ġpainful', 'Ġbattles', ')', 'Ġyear', 'Ġafter', 'Ġyear', 'Ġafter', 'Ġyear', '--', 'a', 'Ġdemanding', 'Ġbut', 'Ġin', 'escap', 'able', 'Ġburden', '.', '</s>']	[0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0]	"['<s>', 'C', 'itizens', 'Ġdidn', ""'t"", 'Ġgive', 'Ġany', 'Ġinput', 'Ġabout', 'Ġthe', 'Ġplan', '.', '</s>']"	[0 0 0 0 0 1 0 0 1 0 1 0 0]
1369	contradiction	government	contradiction	8522c	8522	GSA reported that from January 1995 through September 2000, almost $823,000 was saved under the program, and employees received about half that amount in cash awards.	( ( ( ( ( ( ( GSA ( ( ( reported that ) ( from ( January 1995 ) ) ) ( through ( September 2000 ) ) ) ) , ) ( ( almost ( $ 823,000 ) ) ( was ( saved ( under ( the program ) ) ) ) ) ) , ) and ) ( employees ( ( received ( ( about half ) ( that amount ) ) ) ( in ( cash awards ) ) ) ) ) . )	(ROOT (S (S (NP (NNP GSA)) (VP (VBD reported) (NP (DT that)) (PP (IN from) (NP (NNP January) (CD 1995))) (PP (IN through) (NP (NNP September) (CD 2000))))) (, ,) (S (NP (QP (RB almost) ($ $) (CD 823,000))) (VP (VBD was) (VP (VBN saved) (PP (IN under) (NP (DT the) (NN program)))))) (, ,) (CC and) (S (NP (NNS employees)) (VP (VBD received) (NP (QP (RB about) (PDT half)) (DT that) (NN amount)) (PP (IN in) (NP (NN cash) (NNS awards))))) (. .)))	The program saved more than one million dollars and returned all of that money to the treasury.	( ( The program ) ( ( ( ( saved ( ( more ( ( than one ) million ) ) dollars ) ) and ) ( ( returned ( all ( of ( that money ) ) ) ) ( to ( the treasury ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NN program)) (VP (VP (VBD saved) (NP (QP (JJR more) (IN than) (CD one) (CD million)) (NNS dollars))) (CC and) (VP (VBD returned) (NP (NP (DT all)) (PP (IN of) (NP (DT that) (NN money)))) (PP (TO to) (NP (DT the) (NN treasury))))) (. .)))	['<s>', 'G', 'SA', 'Ġreported', 'Ġthat', 'Ġfrom', 'ĠJanuary', 'Ġ1995', 'Ġthrough', 'ĠSeptember', 'Ġ2000', ',', 'Ġalmost', 'Ġ$', '8', '23', ',', '000', 'Ġwas', 'Ġsaved', 'Ġunder', 'Ġthe', 'Ġprogram', ',', 'Ġand', 'Ġemployees', 'Ġreceived', 'Ġabout', 'Ġhalf', 'Ġthat', 'Ġamount', 'Ġin', 'Ġcash', 'Ġawards', '.', '</s>']	[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0]	['<s>', 'The', 'Ġprogram', 'Ġsaved', 'Ġmore', 'Ġthan', 'Ġone', 'Ġmillion', 'Ġdollars', 'Ġand', 'Ġreturned', 'Ġall', 'Ġof', 'Ġthat', 'Ġmoney', 'Ġto', 'Ġthe', 'Ġtreasury', '.', '</s>']	[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0]
1370	contradiction	telephone	contradiction	137384c	137384	well do you does yours have that this one had it where you know you would see something coming in the rear view mirror i mean not the rear those little side mirror things and it would look like it was further back than it was	( well ( ( do ( you ( does ( yours have ) ) ) ) ( that ( ( this one ) ( ( had it ) ( where ( you ( know ( you ( would ( see ( ( ( ( something ( coming ( in ( the ( rear view ) ) ) ) ) ( mirror ( i ( ( mean not ) ( ( the rear ) ( ( those ( little side ) ) ( mirror things ) ) ) ) ) ) ) and ) ( it ( would ( look ( like ( it ( was ( ( further back ) ( than ( it was ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) )	(ROOT (SINV (ADVP (RB well)) (VP (VBP do) (SBAR (S (NP (PRP you)) (VP (VBZ does) (SBAR (S (NP (NNP yours)) (VP (VBP have)))))))) (SBAR (IN that) (S (NP (DT this) (NN one)) (VP (VBD had) (NP (PRP it)) (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP know) (SBAR (S (NP (PRP you)) (VP (MD would) (VP (VB see) (S (S (NP (NP (NN something)) (VP (VBG coming) (PP (IN in) (NP (DT the) (JJ rear) (NN view))))) (VP (VBP mirror) (SBAR (S (NP (FW i)) (VP (VBP mean) (RB not) (NP (NP (DT the) (NN rear)) (SBAR (S (NP (DT those) (JJ little) (NN side)) (VP (VBP mirror) (NP (NNS things))))))))))) (CC and) (S (NP (PRP it)) (VP (MD would) (VP (VB look) (SBAR (IN like) (S (NP (PRP it)) (VP (VBD was) (ADVP (ADVP (RBR further) (RB back)) (SBAR (IN than) (S (NP (PRP it)) (VP (VBD was))))))))))))))))))))))))	The objects in the side mirrors are a lot further back than they look.	( ( ( The objects ) ( in ( the ( side mirrors ) ) ) ) ( ( are ( ( ( a lot ) further ) ( back ( than ( they look ) ) ) ) ) . ) )	(ROOT (S (NP (NP (DT The) (NNS objects)) (PP (IN in) (NP (DT the) (NN side) (NNS mirrors)))) (VP (VBP are) (ADVP (ADVP (NP (DT a) (RB lot)) (RBR further)) (SBAR (ADVP (RB back)) (IN than) (S (NP (PRP they)) (VP (VBP look)))))) (. .)))	['<s>', 'well', 'Ġdo', 'Ġyou', 'Ġdoes', 'Ġyours', 'Ġhave', 'Ġthat', 'Ġthis', 'Ġone', 'Ġhad', 'Ġit', 'Ġwhere', 'Ġyou', 'Ġknow', 'Ġyou', 'Ġwould', 'Ġsee', 'Ġsomething', 'Ġcoming', 'Ġin', 'Ġthe', 'Ġrear', 'Ġview', 'Ġmirror', 'Ġi', 'Ġmean', 'Ġnot', 'Ġthe', 'Ġrear', 'Ġthose', 'Ġlittle', 'Ġside', 'Ġmirror', 'Ġthings', 'Ġand', 'Ġit', 'Ġwould', 'Ġlook', 'Ġlike', 'Ġit', 'Ġwas', 'Ġfurther', 'Ġback', 'Ġthan', 'Ġit', 'Ġwas', '</s>']	"[0 0 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0]"	['<s>', 'The', 'Ġobjects', 'Ġin', 'Ġthe', 'Ġside', 'Ġmirrors', 'Ġare', 'Ġa', 'Ġlot', 'Ġfurther', 'Ġback', 'Ġthan', 'Ġthey', 'Ġlook', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
1371	contradiction	fiction	contradiction	104180c	104180	But if Shiloh had easily outdistanced all opposition before on those improvised tracks, he was now meeting a far more equal race.	( But ( ( if ( Shiloh ( ( had easily ) ( outdistanced ( ( ( all opposition ) before ) ( on ( those ( improvised tracks ) ) ) ) ) ) ) ) ( , ( he ( ( ( was now ) ( meeting ( a ( ( far ( more equal ) ) race ) ) ) ) . ) ) ) ) )	(ROOT (S (CC But) (SBAR (IN if) (S (NP (NNP Shiloh)) (VP (VBD had) (ADVP (RB easily)) (VP (VBN outdistanced) (PP (ADVP (NP (DT all) (NN opposition)) (IN before)) (IN on) (NP (DT those) (JJ improvised) (NNS tracks))))))) (, ,) (NP (PRP he)) (VP (VBD was) (ADVP (RB now)) (VP (VBG meeting) (NP (DT a) (ADJP (RB far) (RBR more) (JJ equal)) (NN race)))) (. .)))	Shiloh is competing against horses not as good as him.	( Shiloh ( ( is ( ( competing ( against ( ( horses ( not as ) ) good ) ) ) ( as him ) ) ) . ) )	(ROOT (S (NP (NNP Shiloh)) (VP (VBZ is) (VP (VBG competing) (PP (IN against) (NP (NP (NNS horses)) (CONJP (RB not) (IN as)) (NP (JJ good)))) (PP (IN as) (NP (PRP him))))) (. .)))	['<s>', 'But', 'Ġif', 'ĠSh', 'il', 'oh', 'Ġhad', 'Ġeasily', 'Ġout', 'dist', 'anced', 'Ġall', 'Ġopposition', 'Ġbefore', 'Ġon', 'Ġthose', 'Ġimprovised', 'Ġtracks', ',', 'Ġhe', 'Ġwas', 'Ġnow', 'Ġmeeting', 'Ġa', 'Ġfar', 'Ġmore', 'Ġequal', 'Ġrace', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 0]	['<s>', 'Sh', 'il', 'oh', 'Ġis', 'Ġcompeting', 'Ġagainst', 'Ġhorses', 'Ġnot', 'Ġas', 'Ġgood', 'Ġas', 'Ġhim', '.', '</s>']	[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
1372	contradiction	fiction	contradiction	102303c	102303	Adrin's alone.	( Adrin ( ( 's alone ) . ) )	(ROOT (S (NP (NNP Adrin)) (VP (VBZ 's) (ADJP (RB alone))) (. .)))	Adrin is surrounded by his friends.	( Adrin ( ( is ( surrounded ( by ( his friends ) ) ) ) . ) )	(ROOT (S (NP (NNP Adrin)) (VP (VBZ is) (VP (VBN surrounded) (PP (IN by) (NP (PRP$ his) (NNS friends))))) (. .)))	"['<s>', 'Ad', 'rin', ""'s"", 'Ġalone', '.', '</s>']"	[0 0 0 0 0 0 0]	['<s>', 'Ad', 'rin', 'Ġis', 'Ġsurrounded', 'Ġby', 'Ġhis', 'Ġfriends', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0]
1373	contradiction	travel	contradiction	25271c	25271	They are mainly Catholics, living in Goa, and elsewhere you will find all the British variations on Protestantism, all with a certain Hindu tinge to them.	( ( ( ( ( They ( ( ( ( are mainly ) Catholics ) , ) ( living ( in Goa ) ) ) ) , ) and ) ( elsewhere ( you ( will ( ( ( find ( all ( the ( British variations ) ) ) ) ( on ( ( Protestantism , ) ( all ( with ( a ( certain ( Hindu tinge ) ) ) ) ) ) ) ) ( to them ) ) ) ) ) ) . )	(ROOT (S (S (NP (PRP They)) (VP (VBP are) (ADVP (RB mainly)) (NP (NNPS Catholics)) (, ,) (S (VP (VBG living) (PP (IN in) (NP (NNP Goa))))))) (, ,) (CC and) (S (ADVP (RB elsewhere)) (NP (PRP you)) (VP (MD will) (VP (VB find) (NP (PDT all) (DT the) (JJ British) (NNS variations)) (PP (IN on) (NP (NP (NNP Protestantism)) (, ,) (NP (NP (DT all)) (PP (IN with) (NP (DT a) (JJ certain) (NNP Hindu) (NN tinge)))))) (PP (TO to) (NP (PRP them)))))) (. .)))	The British used their influence to spread Paganism.	( ( The British ) ( ( used ( their ( influence ( to ( spread Paganism ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NNP British)) (VP (VBD used) (NP (PRP$ their) (NN influence) (S (VP (TO to) (VP (VB spread) (NP (NNP Paganism))))))) (. .)))	['<s>', 'They', 'Ġare', 'Ġmainly', 'ĠCatholics', ',', 'Ġliving', 'Ġin', 'ĠGo', 'a', ',', 'Ġand', 'Ġelsewhere', 'Ġyou', 'Ġwill', 'Ġfind', 'Ġall', 'Ġthe', 'ĠBritish', 'Ġvariations', 'Ġon', 'ĠProtestant', 'ism', ',', 'Ġall', 'Ġwith', 'Ġa', 'Ġcertain', 'ĠHindu', 'Ġt', 'inge', 'Ġto', 'Ġthem', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 1 0 0 0]	['<s>', 'The', 'ĠBritish', 'Ġused', 'Ġtheir', 'Ġinfluence', 'Ġto', 'Ġspread', 'ĠPagan', 'ism', '.', '</s>']	[0 0 0 1 0 1 0 1 0 0 0 0]
1374	contradiction	telephone	contradiction	96768c	96768	i was a mechanical engineer i did uh package design and i uh when we first contacted Onum years ago	( i ( was ( ( a ( mechanical engineer ) ) ( i ( ( did ( ( ( uh ( package design ) ) and ) ( i uh ) ) ) ( when ( we ( first ( ( contacted ( Onum years ) ) ago ) ) ) ) ) ) ) ) )	(ROOT (S (NP (FW i)) (VP (VBD was) (NP (NP (DT a) (JJ mechanical) (NN engineer)) (SBAR (S (NP (FW i)) (VP (VBD did) (NP (NP (JJ uh) (NN package) (NN design)) (CC and) (NP (FW i) (FW uh))) (SBAR (WHADVP (WRB when)) (S (NP (PRP we)) (ADVP (RB first)) (VP (VBD contacted) (NP (NNP Onum) (NNS years)) (ADVP (IN ago))))))))))))	I have not worked a day in my life	( I ( ( have not ) ( ( worked ( a day ) ) ( in ( my life ) ) ) ) )	(ROOT (S (NP (PRP I)) (VP (VBP have) (RB not) (VP (VBN worked) (NP (DT a) (NN day)) (PP (IN in) (NP (PRP$ my) (NN life)))))))	['<s>', 'i', 'Ġwas', 'Ġa', 'Ġmechanical', 'Ġengineer', 'Ġi', 'Ġdid', 'Ġuh', 'Ġpackage', 'Ġdesign', 'Ġand', 'Ġi', 'Ġuh', 'Ġwhen', 'Ġwe', 'Ġfirst', 'Ġcontacted', 'ĠOn', 'um', 'Ġyears', 'Ġago', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	['<s>', 'I', 'Ġhave', 'Ġnot', 'Ġworked', 'Ġa', 'Ġday', 'Ġin', 'Ġmy', 'Ġlife', '</s>']	[0 0 0 0 0 0 0 1 0 0 0]
1375	contradiction	telephone	contradiction	34912c	34912	oh that's oh that's great so	( ( oh ( that ( 's ( oh that ) ) ) ) ( 's ( great so ) ) )	(ROOT (S (NP (NP (NNP oh)) (SBAR (WHNP (WDT that)) (S (VP (VBZ 's) (NP (INTJ (UH oh)) (NP (DT that))))))) (VP (VBZ 's) (ADJP (JJ great) (RB so)))))	That sucks horribly. 	( That ( ( sucks horribly ) . ) )	(ROOT (S (NP (DT That)) (VP (VBZ sucks) (ADVP (RB horribly))) (. .)))	"['<s>', 'oh', 'Ġthat', ""'s"", 'Ġoh', 'Ġthat', ""'s"", 'Ġgreat', 'Ġso', '</s>']"	[0 0 0 0 0 0 0 0 0 0]	['<s>', 'That', 'Ġsucks', 'Ġhorribly', '.', 'Ġ', '</s>']	[0 1 1 0 0 0 0]
1376	contradiction	telephone	contradiction	8860c	8860	although you still hear about those occasionally	( although ( you ( still ( ( hear ( about those ) ) occasionally ) ) ) )	(ROOT (SBAR (IN although) (S (NP (PRP you)) (ADVP (RB still)) (VP (VBP hear) (PP (IN about) (NP (DT those))) (ADVP (RB occasionally))))))	You'll only ever hear it once in your life.	( You ( ( ( 'll ( only ever ) ) ( ( ( hear it ) once ) ( in ( your life ) ) ) ) . ) )	(ROOT (S (NP (PRP You)) (VP (MD 'll) (ADVP (RB only) (RB ever)) (VP (VB hear) (NP (PRP it)) (ADVP (RB once)) (PP (IN in) (NP (PRP$ your) (NN life))))) (. .)))	['<s>', 'although', 'Ġyou', 'Ġstill', 'Ġhear', 'Ġabout', 'Ġthose', 'Ġoccasionally', '</s>']	[0 0 0 0 1 1 1 0 0]	"['<s>', 'You', ""'ll"", 'Ġonly', 'Ġever', 'Ġhear', 'Ġit', 'Ġonce', 'Ġin', 'Ġyour', 'Ġlife', '.', '</s>']"	[0 0 0 0 0 0 0 0 1 0 0 0 0]
1377	contradiction	slate	contradiction	139446c	139446	There's nothing in detergent that can make your clothes brighter, other that its inherent ability to get dirt out of them.	( There ( ( 's ( ( nothing ( in detergent ) ) ( that ( can ( ( ( ( make ( your ( clothes brighter ) ) ) , ) ( other ( that ( its ( inherent ability ) ) ) ) ) ( to ( ( ( get dirt ) out ) ( of them ) ) ) ) ) ) ) ) . ) )	(ROOT (S (NP (EX There)) (VP (VBZ 's) (NP (NP (NN nothing)) (PP (IN in) (NP (NN detergent))) (SBAR (WHNP (WDT that)) (S (VP (MD can) (VP (VB make) (NP (PRP$ your) (NNS clothes) (NN brighter)) (, ,) (SBAR (ADVP (JJ other)) (IN that) (FRAG (NP (PRP$ its) (JJ inherent) (NN ability)))) (S (VP (TO to) (VP (VB get) (NP (NN dirt)) (PRT (RP out)) (PP (IN of) (NP (PRP them)))))))))))) (. .)))	Your clothes can get brighter with detergent 	( ( Your clothes ) ( can ( ( get brighter ) ( with detergent ) ) ) )	(ROOT (S (NP (PRP$ Your) (NNS clothes)) (VP (MD can) (VP (VB get) (NP (NN brighter)) (PP (IN with) (NP (NN detergent)))))))	"['<s>', 'There', ""'s"", 'Ġnothing', 'Ġin', 'Ġdeter', 'gent', 'Ġthat', 'Ġcan', 'Ġmake', 'Ġyour', 'Ġclothes', 'Ġbrighter', ',', 'Ġother', 'Ġthat', 'Ġits', 'Ġinherent', 'Ġability', 'Ġto', 'Ġget', 'Ġdirt', 'Ġout', 'Ġof', 'Ġthem', '.', '</s>']"	[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0]	['<s>', 'Your', 'Ġclothes', 'Ġcan', 'Ġget', 'Ġbrighter', 'Ġwith', 'Ġdeter', 'gent', 'Ġ', '</s>']	[0 0 0 0 0 0 1 0 0 0 0]
1378	contradiction	telephone	contradiction	2463c	2463	uh and i i've uh Thirty Something i'm particularly interested but it's the music almost that i find myself listening to	( ( ( uh and ) ( i i ) ) ( 've ( ( uh ( Thirty Something ) ) ( ( ( i ( 'm ( particularly interested ) ) ) but ) ( it ( ( 's ( ( the music ) almost ) ) ( that ( i ( find ( myself ( listening to ) ) ) ) ) ) ) ) ) ) )	(ROOT (S (NP (NP (NNP uh)) (CC and) (NP (FW i) (FW i))) (VP (VBP 've) (NP (NP (NNP uh) (NNP Thirty) (NNP Something)) (SBAR (S (S (NP (FW i)) (VP (VBP 'm) (ADJP (RB particularly) (JJ interested)))) (CC but) (S (NP (PRP it)) (VP (VBZ 's) (ADVP (NP (DT the) (NN music)) (RB almost)) (SBAR (IN that) (S (NP (FW i)) (VP (VBP find) (S (NP (PRP myself)) (VP (VBG listening) (PP (TO to)))))))))))))))	Ive no interest in music. 	( ( ( Ive ( no interest ) ) ( in music ) ) . )	(ROOT (S (VP (VB Ive) (NP (DT no) (NN interest)) (PP (IN in) (NP (NN music)))) (. .)))	"['<s>', 'uh', 'Ġand', 'Ġi', 'Ġi', ""'ve"", 'Ġuh', 'ĠThirty', 'ĠSomething', 'Ġi', ""'m"", 'Ġparticularly', 'Ġinterested', 'Ġbut', 'Ġit', ""'s"", 'Ġthe', 'Ġmusic', 'Ġalmost', 'Ġthat', 'Ġi', 'Ġfind', 'Ġmyself', 'Ġlistening', 'Ġto', '</s>']"	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0]	['<s>', 'I', 've', 'Ġno', 'Ġinterest', 'Ġin', 'Ġmusic', '.', 'Ġ', '</s>']	[0 0 1 0 0 1 0 0 0 0]
1379	contradiction	travel	contradiction	29461c	29461	The town is a fascinating mixture of crumbling grandeur and renovated splendor.	( ( The town ) ( ( is ( ( a ( fascinating mixture ) ) ( of ( ( ( crumbling grandeur ) and ) ( renovated splendor ) ) ) ) ) . ) )	(ROOT (S (NP (DT The) (NN town)) (VP (VBZ is) (NP (NP (DT a) (JJ fascinating) (NN mixture)) (PP (IN of) (NP (NP (VBG crumbling) (NN grandeur)) (CC and) (NP (JJ renovated) (NN splendor)))))) (. .)))	Dullness and insignificance are the best descriptors for the town.	( ( ( Dullness and ) insignificance ) ( ( are ( ( the ( best descriptors ) ) ( for ( the town ) ) ) ) . ) )	(ROOT (S (NP (NNS Dullness) (CC and) (NN insignificance)) (VP (VBP are) (NP (NP (DT the) (JJS best) (NNS descriptors)) (PP (IN for) (NP (DT the) (NN town))))) (. .)))	['<s>', 'The', 'Ġtown', 'Ġis', 'Ġa', 'Ġfascinating', 'Ġmixture', 'Ġof', 'Ġcrumbling', 'Ġgrand', 'eur', 'Ġand', 'Ġrenovated', 'Ġspl', 'endor', '.', '</s>']	[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]	['<s>', 'D', 'ull', 'ness', 'Ġand', 'Ġinsign', 'ific', 'ance', 'Ġare', 'Ġthe', 'Ġbest', 'Ġdescript', 'ors', 'Ġfor', 'Ġthe', 'Ġtown', '.', '</s>']	[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1380	contradiction	fiction	contradiction	95222c	95222	I kept it on me all the time wrapped in my leggings, and I cut her, just a little at the throat.	( ( ( ( ( I ( ( ( ( kept it ) ( on me ) ) ( all ( the time ) ) ) ( wrapped ( in ( my leggings ) ) ) ) ) , ) and ) ( I ( ( ( cut her ) , ) ( ( just ( a little ) ) ( at ( the throat ) ) ) ) ) ) . )	(ROOT (S (S (NP (PRP I)) (VP (VBD kept) (NP (PRP it)) (PP (IN on) (NP (PRP me))) (NP (PDT all) (DT the) (NN time)) (S (VP (VBN wrapped) (PP (IN in) (NP (PRP$ my) (NNS leggings))))))) (, ,) (CC and) (S (NP (PRP I)) (VP (VBD cut) (NP (PRP her)) (, ,) (ADVP (RB just) (NP (DT a) (RB little)) (PP (IN at) (NP (DT the) (NN throat)))))) (. .)))	I wanted to cut the woman but couldn't bring myself to do it.	( I ( ( ( ( wanted ( to ( cut ( the woman ) ) ) ) but ) ( ( could n't ) ( bring ( myself ( to ( do it ) ) ) ) ) ) . ) )	(ROOT (S (NP (PRP I)) (VP (VP (VBD wanted) (S (VP (TO to) (VP (VB cut) (NP (DT the) (NN woman)))))) (CC but) (VP (MD could) (RB n't) (VP (VB bring) (S (NP (PRP myself)) (VP (TO to) (VP (VB do) (NP (PRP it)))))))) (. .)))	['<s>', 'I', 'Ġkept', 'Ġit', 'Ġon', 'Ġme', 'Ġall', 'Ġthe', 'Ġtime', 'Ġwrapped', 'Ġin', 'Ġmy', 'Ġle', 'gg', 'ings', ',', 'Ġand', 'ĠI', 'Ġcut', 'Ġher', ',', 'Ġjust', 'Ġa', 'Ġlittle', 'Ġat', 'Ġthe', 'Ġthroat', '.', '</s>']	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]	"['<s>', 'I', 'Ġwanted', 'Ġto', 'Ġcut', 'Ġthe', 'Ġwoman', 'Ġbut', 'Ġcouldn', ""'t"", 'Ġbring', 'Ġmyself', 'Ġto', 'Ġdo', 'Ġit', '.', '</s>']"	[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
